"Config"	"Rep"	"topology"	"ModelRep"	"repID"	"B"	"Occp.Time"
3	3	"3 3"	6	"3 3 6"	-0.038	8
3	3	"3 3"	6	"3 3 6"	-0.043	14
3	3	"3 3"	6	"3 3 6"	-0.048	14
3	3	"3 3"	6	"3 3 6"	-0.053	16
3	3	"3 3"	6	"3 3 6"	-0.058	15
3	3	"3 3"	6	"3 3 6"	-0.063	11
3	3	"3 3"	6	"3 3 6"	-0.068	13
3	3	"3 3"	6	"3 3 6"	-0.073	12
3	3	"3 3"	6	"3 3 6"	-0.078	14
3	3	"3 3"	7	"3 3 7"	-0.003	3
3	3	"3 3"	7	"3 3 7"	-0.008	5
3	3	"3 3"	7	"3 3 7"	-0.013	5
3	3	"3 3"	7	"3 3 7"	-0.018	6
3	3	"3 3"	7	"3 3 7"	-0.023	5
3	3	"3 3"	7	"3 3 7"	-0.028	6
3	3	"3 3"	7	"3 3 7"	-0.033	9
3	3	"3 3"	7	"3 3 7"	-0.038	7
3	3	"3 3"	7	"3 3 7"	-0.043	9
3	3	"3 3"	7	"3 3 7"	-0.048	9
3	3	"3 3"	7	"3 3 7"	-0.053	14
3	3	"3 3"	7	"3 3 7"	-0.058	11
3	3	"3 3"	7	"3 3 7"	-0.063	9
3	3	"3 3"	7	"3 3 7"	-0.068	12
3	3	"3 3"	7	"3 3 7"	-0.073	10
3	3	"3 3"	7	"3 3 7"	-0.078	12
3	3	"3 3"	8	"3 3 8"	-0.003	4
3	3	"3 3"	8	"3 3 8"	-0.008	5
3	3	"3 3"	8	"3 3 8"	-0.013	4
3	3	"3 3"	8	"3 3 8"	-0.018	4
3	3	"3 3"	8	"3 3 8"	-0.023	8
3	3	"3 3"	8	"3 3 8"	-0.028	9
3	3	"3 3"	8	"3 3 8"	-0.033	7
3	3	"3 3"	8	"3 3 8"	-0.038	10
3	3	"3 3"	8	"3 3 8"	-0.043	12
3	3	"3 3"	8	"3 3 8"	-0.048	11
3	3	"3 3"	8	"3 3 8"	-0.053	14
3	3	"3 3"	8	"3 3 8"	-0.058	14
3	3	"3 3"	8	"3 3 8"	-0.063	12
3	3	"3 3"	8	"3 3 8"	-0.068	16
3	3	"3 3"	8	"3 3 8"	-0.073	17
3	3	"3 3"	8	"3 3 8"	-0.078	17
3	3	"3 3"	9	"3 3 9"	-0.003	4
3	3	"3 3"	9	"3 3 9"	-0.008	4
3	3	"3 3"	9	"3 3 9"	-0.013	6
3	3	"3 3"	9	"3 3 9"	-0.018	6
3	3	"3 3"	9	"3 3 9"	-0.023	11
3	3	"3 3"	9	"3 3 9"	-0.028	9
3	3	"3 3"	9	"3 3 9"	-0.033	12
3	3	"3 3"	9	"3 3 9"	-0.038	14
3	3	"3 3"	9	"3 3 9"	-0.043	8
3	3	"3 3"	9	"3 3 9"	-0.048	17
3	3	"3 3"	9	"3 3 9"	-0.053	15
3	3	"3 3"	9	"3 3 9"	-0.058	8
3	3	"3 3"	9	"3 3 9"	-0.063	19
3	3	"3 3"	9	"3 3 9"	-0.068	15
3	3	"3 3"	9	"3 3 9"	-0.073	14
3	3	"3 3"	9	"3 3 9"	-0.078	15
3	3	"3 3"	10	"3 3 10"	-0.003	3
3	3	"3 3"	10	"3 3 10"	-0.008	4
3	3	"3 3"	10	"3 3 10"	-0.013	6
3	3	"3 3"	10	"3 3 10"	-0.018	7
3	3	"3 3"	10	"3 3 10"	-0.023	6
3	3	"3 3"	10	"3 3 10"	-0.028	6
3	3	"3 3"	10	"3 3 10"	-0.033	6
3	3	"3 3"	10	"3 3 10"	-0.038	11
3	3	"3 3"	10	"3 3 10"	-0.043	12
3	3	"3 3"	10	"3 3 10"	-0.048	12
3	3	"3 3"	10	"3 3 10"	-0.053	12
3	3	"3 3"	10	"3 3 10"	-0.058	16
3	3	"3 3"	10	"3 3 10"	-0.063	20
3	3	"3 3"	10	"3 3 10"	-0.068	15
3	3	"3 3"	10	"3 3 10"	-0.073	15
3	3	"3 3"	10	"3 3 10"	-0.078	14
3	3	"3 3"	11	"3 3 11"	-0.003	3
3	3	"3 3"	11	"3 3 11"	-0.008	3
3	3	"3 3"	11	"3 3 11"	-0.013	4
3	3	"3 3"	11	"3 3 11"	-0.018	4
3	3	"3 3"	11	"3 3 11"	-0.023	7
3	3	"3 3"	11	"3 3 11"	-0.028	12
3	3	"3 3"	11	"3 3 11"	-0.033	12
3	3	"3 3"	11	"3 3 11"	-0.038	8
3	3	"3 3"	11	"3 3 11"	-0.043	8
3	3	"3 3"	11	"3 3 11"	-0.048	10
3	3	"3 3"	11	"3 3 11"	-0.053	17
3	3	"3 3"	11	"3 3 11"	-0.058	12
3	3	"3 3"	11	"3 3 11"	-0.063	15
3	3	"3 3"	11	"3 3 11"	-0.068	15
3	3	"3 3"	11	"3 3 11"	-0.073	13
3	3	"3 3"	11	"3 3 11"	-0.078	16
3	3	"3 3"	12	"3 3 12"	-0.003	3
3	3	"3 3"	12	"3 3 12"	-0.008	5
3	3	"3 3"	12	"3 3 12"	-0.013	6
3	3	"3 3"	12	"3 3 12"	-0.018	6
3	3	"3 3"	12	"3 3 12"	-0.023	5
3	3	"3 3"	12	"3 3 12"	-0.028	10
3	3	"3 3"	12	"3 3 12"	-0.033	10
3	3	"3 3"	12	"3 3 12"	-0.038	6
3	3	"3 3"	12	"3 3 12"	-0.043	9
3	3	"3 3"	12	"3 3 12"	-0.048	13
3	3	"3 3"	12	"3 3 12"	-0.053	16
3	3	"3 3"	12	"3 3 12"	-0.058	15
3	3	"3 3"	12	"3 3 12"	-0.063	12
3	3	"3 3"	12	"3 3 12"	-0.068	14
3	3	"3 3"	12	"3 3 12"	-0.073	14
3	3	"3 3"	12	"3 3 12"	-0.078	15
3	3	"3 3"	13	"3 3 13"	-0.003	3
3	3	"3 3"	13	"3 3 13"	-0.008	4
3	3	"3 3"	13	"3 3 13"	-0.013	5
3	3	"3 3"	13	"3 3 13"	-0.018	5
3	3	"3 3"	13	"3 3 13"	-0.023	7
3	3	"3 3"	13	"3 3 13"	-0.028	10
3	3	"3 3"	13	"3 3 13"	-0.033	10
3	3	"3 3"	13	"3 3 13"	-0.038	9
3	3	"3 3"	13	"3 3 13"	-0.043	11
3	3	"3 3"	13	"3 3 13"	-0.048	10
3	3	"3 3"	13	"3 3 13"	-0.053	15
3	3	"3 3"	13	"3 3 13"	-0.058	15
3	3	"3 3"	13	"3 3 13"	-0.063	7
3	3	"3 3"	13	"3 3 13"	-0.068	11
3	3	"3 3"	13	"3 3 13"	-0.073	15
3	3	"3 3"	13	"3 3 13"	-0.078	12
3	3	"3 3"	14	"3 3 14"	-0.003	3
3	3	"3 3"	14	"3 3 14"	-0.008	5
3	3	"3 3"	14	"3 3 14"	-0.013	4
3	3	"3 3"	14	"3 3 14"	-0.018	4
3	3	"3 3"	14	"3 3 14"	-0.023	9
3	3	"3 3"	14	"3 3 14"	-0.028	12
3	3	"3 3"	14	"3 3 14"	-0.033	7
3	3	"3 3"	14	"3 3 14"	-0.038	14
3	3	"3 3"	14	"3 3 14"	-0.043	10
3	3	"3 3"	14	"3 3 14"	-0.048	11
3	3	"3 3"	14	"3 3 14"	-0.053	15
3	3	"3 3"	14	"3 3 14"	-0.058	15
3	3	"3 3"	14	"3 3 14"	-0.063	8
3	3	"3 3"	14	"3 3 14"	-0.068	14
3	3	"3 3"	14	"3 3 14"	-0.073	16
3	3	"3 3"	14	"3 3 14"	-0.078	13
3	3	"3 3"	15	"3 3 15"	-0.003	3
3	3	"3 3"	15	"3 3 15"	-0.008	3
3	3	"3 3"	15	"3 3 15"	-0.013	6
3	3	"3 3"	15	"3 3 15"	-0.018	6
3	3	"3 3"	15	"3 3 15"	-0.023	5
3	3	"3 3"	15	"3 3 15"	-0.028	7
3	3	"3 3"	15	"3 3 15"	-0.033	7
3	3	"3 3"	15	"3 3 15"	-0.038	11
3	3	"3 3"	15	"3 3 15"	-0.043	13
3	3	"3 3"	15	"3 3 15"	-0.048	11
3	3	"3 3"	15	"3 3 15"	-0.053	8
3	3	"3 3"	15	"3 3 15"	-0.058	13
3	3	"3 3"	15	"3 3 15"	-0.063	13
3	3	"3 3"	15	"3 3 15"	-0.068	14
3	3	"3 3"	15	"3 3 15"	-0.073	20
3	3	"3 3"	15	"3 3 15"	-0.078	17
3	3	"3 3"	16	"3 3 16"	-0.003	3
3	3	"3 3"	16	"3 3 16"	-0.008	3
3	3	"3 3"	16	"3 3 16"	-0.013	4
3	3	"3 3"	16	"3 3 16"	-0.018	6
3	3	"3 3"	16	"3 3 16"	-0.023	10
3	3	"3 3"	16	"3 3 16"	-0.028	8
3	3	"3 3"	16	"3 3 16"	-0.033	12
3	3	"3 3"	16	"3 3 16"	-0.038	7
3	3	"3 3"	16	"3 3 16"	-0.043	10
3	3	"3 3"	16	"3 3 16"	-0.048	11
3	3	"3 3"	16	"3 3 16"	-0.053	16
3	3	"3 3"	16	"3 3 16"	-0.058	8
3	3	"3 3"	16	"3 3 16"	-0.063	16
3	3	"3 3"	16	"3 3 16"	-0.068	9
3	3	"3 3"	16	"3 3 16"	-0.073	11
3	3	"3 3"	16	"3 3 16"	-0.078	10
3	3	"3 3"	17	"3 3 17"	-0.003	3
3	3	"3 3"	17	"3 3 17"	-0.008	3
3	3	"3 3"	17	"3 3 17"	-0.013	3
3	3	"3 3"	17	"3 3 17"	-0.018	5
3	3	"3 3"	17	"3 3 17"	-0.023	7
3	3	"3 3"	17	"3 3 17"	-0.028	7
3	3	"3 3"	17	"3 3 17"	-0.033	7
3	3	"3 3"	17	"3 3 17"	-0.038	8
3	3	"3 3"	17	"3 3 17"	-0.043	4
3	3	"3 3"	17	"3 3 17"	-0.048	8
3	3	"3 3"	17	"3 3 17"	-0.053	14
3	3	"3 3"	17	"3 3 17"	-0.058	13
3	3	"3 3"	17	"3 3 17"	-0.063	12
3	3	"3 3"	17	"3 3 17"	-0.068	16
3	3	"3 3"	17	"3 3 17"	-0.073	18
3	3	"3 3"	17	"3 3 17"	-0.078	14
3	3	"3 3"	18	"3 3 18"	-0.003	3
3	3	"3 3"	18	"3 3 18"	-0.008	4
3	3	"3 3"	18	"3 3 18"	-0.013	4
3	3	"3 3"	18	"3 3 18"	-0.018	4
3	3	"3 3"	18	"3 3 18"	-0.023	8
3	3	"3 3"	18	"3 3 18"	-0.028	6
3	3	"3 3"	18	"3 3 18"	-0.033	11
3	3	"3 3"	18	"3 3 18"	-0.038	13
3	3	"3 3"	18	"3 3 18"	-0.043	9
3	3	"3 3"	18	"3 3 18"	-0.048	13
3	3	"3 3"	18	"3 3 18"	-0.053	13
3	3	"3 3"	18	"3 3 18"	-0.058	10
3	3	"3 3"	18	"3 3 18"	-0.063	17
3	3	"3 3"	18	"3 3 18"	-0.068	12
3	3	"3 3"	18	"3 3 18"	-0.073	14
3	3	"3 3"	18	"3 3 18"	-0.078	18
3	3	"3 3"	19	"3 3 19"	-0.003	5
3	3	"3 3"	19	"3 3 19"	-0.008	3
3	3	"3 3"	19	"3 3 19"	-0.013	5
3	3	"3 3"	19	"3 3 19"	-0.018	6
3	3	"3 3"	19	"3 3 19"	-0.023	5
3	3	"3 3"	19	"3 3 19"	-0.028	12
3	3	"3 3"	19	"3 3 19"	-0.033	6
3	3	"3 3"	19	"3 3 19"	-0.038	14
3	3	"3 3"	19	"3 3 19"	-0.043	9
3	3	"3 3"	19	"3 3 19"	-0.048	13
3	3	"3 3"	19	"3 3 19"	-0.053	8
3	3	"3 3"	19	"3 3 19"	-0.058	11
3	3	"3 3"	19	"3 3 19"	-0.063	20
3	3	"3 3"	19	"3 3 19"	-0.068	13
3	3	"3 3"	19	"3 3 19"	-0.073	12
3	3	"3 3"	19	"3 3 19"	-0.078	16
3	3	"3 3"	20	"3 3 20"	-0.003	3
3	3	"3 3"	20	"3 3 20"	-0.008	4
3	3	"3 3"	20	"3 3 20"	-0.013	5
3	3	"3 3"	20	"3 3 20"	-0.018	4
3	3	"3 3"	20	"3 3 20"	-0.023	11
3	3	"3 3"	20	"3 3 20"	-0.028	10
3	3	"3 3"	20	"3 3 20"	-0.033	7
3	3	"3 3"	20	"3 3 20"	-0.038	14
3	3	"3 3"	20	"3 3 20"	-0.043	14
3	3	"3 3"	20	"3 3 20"	-0.048	15
3	3	"3 3"	20	"3 3 20"	-0.053	12
3	3	"3 3"	20	"3 3 20"	-0.058	16
3	3	"3 3"	20	"3 3 20"	-0.063	10
3	3	"3 3"	20	"3 3 20"	-0.068	18
3	3	"3 3"	20	"3 3 20"	-0.073	11
3	3	"3 3"	20	"3 3 20"	-0.078	17
3	3	"3 3"	21	"3 3 21"	-0.003	3
3	3	"3 3"	21	"3 3 21"	-0.008	4
3	3	"3 3"	21	"3 3 21"	-0.013	4
3	3	"3 3"	21	"3 3 21"	-0.018	4
3	3	"3 3"	21	"3 3 21"	-0.023	7
3	3	"3 3"	21	"3 3 21"	-0.028	7
3	3	"3 3"	21	"3 3 21"	-0.033	7
3	3	"3 3"	21	"3 3 21"	-0.038	7
3	3	"3 3"	21	"3 3 21"	-0.043	6
3	3	"3 3"	21	"3 3 21"	-0.048	8
3	3	"3 3"	21	"3 3 21"	-0.053	12
3	3	"3 3"	21	"3 3 21"	-0.058	15
3	3	"3 3"	21	"3 3 21"	-0.063	12
3	3	"3 3"	21	"3 3 21"	-0.068	13
3	3	"3 3"	21	"3 3 21"	-0.073	10
3	3	"3 3"	21	"3 3 21"	-0.078	15
3	3	"3 3"	22	"3 3 22"	-0.003	4
3	3	"3 3"	22	"3 3 22"	-0.008	7
3	3	"3 3"	22	"3 3 22"	-0.013	4
3	3	"3 3"	22	"3 3 22"	-0.018	8
3	3	"3 3"	22	"3 3 22"	-0.023	6
3	3	"3 3"	22	"3 3 22"	-0.028	6
3	3	"3 3"	22	"3 3 22"	-0.033	10
3	3	"3 3"	22	"3 3 22"	-0.038	10
3	3	"3 3"	22	"3 3 22"	-0.043	11
3	3	"3 3"	22	"3 3 22"	-0.048	10
3	3	"3 3"	22	"3 3 22"	-0.053	12
3	3	"3 3"	22	"3 3 22"	-0.058	14
3	3	"3 3"	22	"3 3 22"	-0.063	11
3	3	"3 3"	22	"3 3 22"	-0.068	20
3	3	"3 3"	22	"3 3 22"	-0.073	15
3	3	"3 3"	22	"3 3 22"	-0.078	16
3	3	"3 3"	23	"3 3 23"	-0.003	3
3	3	"3 3"	23	"3 3 23"	-0.008	4
3	3	"3 3"	23	"3 3 23"	-0.013	6
3	3	"3 3"	23	"3 3 23"	-0.018	6
3	3	"3 3"	23	"3 3 23"	-0.023	6
3	3	"3 3"	23	"3 3 23"	-0.028	9
3	3	"3 3"	23	"3 3 23"	-0.033	6
3	3	"3 3"	23	"3 3 23"	-0.038	13
3	3	"3 3"	23	"3 3 23"	-0.043	12
3	3	"3 3"	23	"3 3 23"	-0.048	10
3	3	"3 3"	23	"3 3 23"	-0.053	13
3	3	"3 3"	23	"3 3 23"	-0.058	14
3	3	"3 3"	23	"3 3 23"	-0.063	15
3	3	"3 3"	23	"3 3 23"	-0.068	17
3	3	"3 3"	23	"3 3 23"	-0.073	8
3	3	"3 3"	23	"3 3 23"	-0.078	14
3	3	"3 3"	24	"3 3 24"	-0.003	3
3	3	"3 3"	24	"3 3 24"	-0.008	3
3	3	"3 3"	24	"3 3 24"	-0.013	4
3	3	"3 3"	24	"3 3 24"	-0.018	5
3	3	"3 3"	24	"3 3 24"	-0.023	6
3	3	"3 3"	24	"3 3 24"	-0.028	7
3	3	"3 3"	24	"3 3 24"	-0.033	9
3	3	"3 3"	24	"3 3 24"	-0.038	6
3	3	"3 3"	24	"3 3 24"	-0.043	11
3	3	"3 3"	24	"3 3 24"	-0.048	13
3	3	"3 3"	24	"3 3 24"	-0.053	11
3	3	"3 3"	24	"3 3 24"	-0.058	10
3	3	"3 3"	24	"3 3 24"	-0.063	11
3	3	"3 3"	24	"3 3 24"	-0.068	14
3	3	"3 3"	24	"3 3 24"	-0.073	18
3	3	"3 3"	24	"3 3 24"	-0.078	14
3	3	"3 3"	25	"3 3 25"	-0.003	3
3	3	"3 3"	25	"3 3 25"	-0.008	3
3	3	"3 3"	25	"3 3 25"	-0.013	5
3	3	"3 3"	25	"3 3 25"	-0.018	6
3	3	"3 3"	25	"3 3 25"	-0.023	5
3	3	"3 3"	25	"3 3 25"	-0.028	9
3	3	"3 3"	25	"3 3 25"	-0.033	6
3	3	"3 3"	25	"3 3 25"	-0.038	6
3	3	"3 3"	25	"3 3 25"	-0.043	8
3	3	"3 3"	25	"3 3 25"	-0.048	12
3	3	"3 3"	25	"3 3 25"	-0.053	12
3	3	"3 3"	25	"3 3 25"	-0.058	14
3	3	"3 3"	25	"3 3 25"	-0.063	14
3	3	"3 3"	25	"3 3 25"	-0.068	13
3	3	"3 3"	25	"3 3 25"	-0.073	12
3	3	"3 3"	25	"3 3 25"	-0.078	14
3	3	"3 3"	26	"3 3 26"	-0.003	4
3	3	"3 3"	26	"3 3 26"	-0.008	5
3	3	"3 3"	26	"3 3 26"	-0.013	6
3	3	"3 3"	26	"3 3 26"	-0.018	4
3	3	"3 3"	26	"3 3 26"	-0.023	7
3	3	"3 3"	26	"3 3 26"	-0.028	7
3	3	"3 3"	26	"3 3 26"	-0.033	9
3	3	"3 3"	26	"3 3 26"	-0.038	9
3	3	"3 3"	26	"3 3 26"	-0.043	12
3	3	"3 3"	26	"3 3 26"	-0.048	10
3	3	"3 3"	26	"3 3 26"	-0.053	13
3	3	"3 3"	26	"3 3 26"	-0.058	12
3	3	"3 3"	26	"3 3 26"	-0.063	18
3	3	"3 3"	26	"3 3 26"	-0.068	18
3	3	"3 3"	26	"3 3 26"	-0.073	15
3	3	"3 3"	26	"3 3 26"	-0.078	9
3	3	"3 3"	27	"3 3 27"	-0.003	4
3	3	"3 3"	27	"3 3 27"	-0.008	4
3	3	"3 3"	27	"3 3 27"	-0.013	5
3	3	"3 3"	27	"3 3 27"	-0.018	4
3	3	"3 3"	27	"3 3 27"	-0.023	5
3	3	"3 3"	27	"3 3 27"	-0.028	5
3	3	"3 3"	27	"3 3 27"	-0.033	9
3	3	"3 3"	27	"3 3 27"	-0.038	11
3	3	"3 3"	27	"3 3 27"	-0.043	9
3	3	"3 3"	27	"3 3 27"	-0.048	10
3	3	"3 3"	27	"3 3 27"	-0.053	11
3	3	"3 3"	27	"3 3 27"	-0.058	12
3	3	"3 3"	27	"3 3 27"	-0.063	9
3	3	"3 3"	27	"3 3 27"	-0.068	9
3	3	"3 3"	27	"3 3 27"	-0.073	17
3	3	"3 3"	27	"3 3 27"	-0.078	13
3	3	"3 3"	28	"3 3 28"	-0.003	5
3	3	"3 3"	28	"3 3 28"	-0.008	5
3	3	"3 3"	28	"3 3 28"	-0.013	4
3	3	"3 3"	28	"3 3 28"	-0.018	6
3	3	"3 3"	28	"3 3 28"	-0.023	12
3	3	"3 3"	28	"3 3 28"	-0.028	6
3	3	"3 3"	28	"3 3 28"	-0.033	10
3	3	"3 3"	28	"3 3 28"	-0.038	10
3	3	"3 3"	28	"3 3 28"	-0.043	13
3	3	"3 3"	28	"3 3 28"	-0.048	13
3	3	"3 3"	28	"3 3 28"	-0.053	12
3	3	"3 3"	28	"3 3 28"	-0.058	13
3	3	"3 3"	28	"3 3 28"	-0.063	17
3	3	"3 3"	28	"3 3 28"	-0.068	14
3	3	"3 3"	28	"3 3 28"	-0.073	17
3	3	"3 3"	28	"3 3 28"	-0.078	12
3	3	"3 3"	29	"3 3 29"	-0.003	5
3	3	"3 3"	29	"3 3 29"	-0.008	4
3	3	"3 3"	29	"3 3 29"	-0.013	7
3	3	"3 3"	29	"3 3 29"	-0.018	6
3	3	"3 3"	29	"3 3 29"	-0.023	11
3	3	"3 3"	29	"3 3 29"	-0.028	8
3	3	"3 3"	29	"3 3 29"	-0.033	7
3	3	"3 3"	29	"3 3 29"	-0.038	12
3	3	"3 3"	29	"3 3 29"	-0.043	8
3	3	"3 3"	29	"3 3 29"	-0.048	13
3	3	"3 3"	29	"3 3 29"	-0.053	12
3	3	"3 3"	29	"3 3 29"	-0.058	20
3	3	"3 3"	29	"3 3 29"	-0.063	14
3	3	"3 3"	29	"3 3 29"	-0.068	17
3	3	"3 3"	29	"3 3 29"	-0.073	14
3	3	"3 3"	29	"3 3 29"	-0.078	17
3	3	"3 3"	30	"3 3 30"	-0.003	3
3	3	"3 3"	30	"3 3 30"	-0.008	5
3	3	"3 3"	30	"3 3 30"	-0.013	4
3	3	"3 3"	30	"3 3 30"	-0.018	8
3	3	"3 3"	30	"3 3 30"	-0.023	9
3	3	"3 3"	30	"3 3 30"	-0.028	7
3	3	"3 3"	30	"3 3 30"	-0.033	12
3	3	"3 3"	30	"3 3 30"	-0.038	7
3	3	"3 3"	30	"3 3 30"	-0.043	11
3	3	"3 3"	30	"3 3 30"	-0.048	11
3	3	"3 3"	30	"3 3 30"	-0.053	14
3	3	"3 3"	30	"3 3 30"	-0.058	18
3	3	"3 3"	30	"3 3 30"	-0.063	16
3	3	"3 3"	30	"3 3 30"	-0.068	15
3	3	"3 3"	30	"3 3 30"	-0.073	16
3	3	"3 3"	30	"3 3 30"	-0.078	18
3	3	"3 3"	31	"3 3 31"	-0.003	3
3	3	"3 3"	31	"3 3 31"	-0.008	3
3	3	"3 3"	31	"3 3 31"	-0.013	5
3	3	"3 3"	31	"3 3 31"	-0.018	6
3	3	"3 3"	31	"3 3 31"	-0.023	8
3	3	"3 3"	31	"3 3 31"	-0.028	12
3	3	"3 3"	31	"3 3 31"	-0.033	8
3	3	"3 3"	31	"3 3 31"	-0.038	10
3	3	"3 3"	31	"3 3 31"	-0.043	11
3	3	"3 3"	31	"3 3 31"	-0.048	11
3	3	"3 3"	31	"3 3 31"	-0.053	10
3	3	"3 3"	31	"3 3 31"	-0.058	14
3	3	"3 3"	31	"3 3 31"	-0.063	12
3	3	"3 3"	31	"3 3 31"	-0.068	14
3	3	"3 3"	31	"3 3 31"	-0.073	15
3	3	"3 3"	31	"3 3 31"	-0.078	15
3	3	"3 3"	32	"3 3 32"	-0.003	4
3	3	"3 3"	32	"3 3 32"	-0.008	4
3	3	"3 3"	32	"3 3 32"	-0.013	4
3	3	"3 3"	32	"3 3 32"	-0.018	5
3	3	"3 3"	32	"3 3 32"	-0.023	6
3	3	"3 3"	32	"3 3 32"	-0.028	5
3	3	"3 3"	32	"3 3 32"	-0.033	6
3	3	"3 3"	32	"3 3 32"	-0.038	9
3	3	"3 3"	32	"3 3 32"	-0.043	9
3	3	"3 3"	32	"3 3 32"	-0.048	13
3	3	"3 3"	32	"3 3 32"	-0.053	10
3	3	"3 3"	32	"3 3 32"	-0.058	16
3	3	"3 3"	32	"3 3 32"	-0.063	15
3	3	"3 3"	32	"3 3 32"	-0.068	15
3	3	"3 3"	32	"3 3 32"	-0.073	14
3	3	"3 3"	32	"3 3 32"	-0.078	11
3	3	"3 3"	33	"3 3 33"	-0.003	4
3	3	"3 3"	33	"3 3 33"	-0.008	4
3	3	"3 3"	33	"3 3 33"	-0.013	6
3	3	"3 3"	33	"3 3 33"	-0.018	7
3	3	"3 3"	33	"3 3 33"	-0.023	7
3	3	"3 3"	33	"3 3 33"	-0.028	5
3	3	"3 3"	33	"3 3 33"	-0.033	7
3	3	"3 3"	33	"3 3 33"	-0.038	13
3	3	"3 3"	33	"3 3 33"	-0.043	5
3	3	"3 3"	33	"3 3 33"	-0.048	9
3	3	"3 3"	33	"3 3 33"	-0.053	14
3	3	"3 3"	33	"3 3 33"	-0.058	17
3	3	"3 3"	33	"3 3 33"	-0.063	8
3	3	"3 3"	33	"3 3 33"	-0.068	12
3	3	"3 3"	33	"3 3 33"	-0.073	14
3	3	"3 3"	33	"3 3 33"	-0.078	20
3	3	"3 3"	34	"3 3 34"	-0.003	3
3	3	"3 3"	34	"3 3 34"	-0.008	5
3	3	"3 3"	34	"3 3 34"	-0.013	3
3	3	"3 3"	34	"3 3 34"	-0.018	6
3	3	"3 3"	34	"3 3 34"	-0.023	8
3	3	"3 3"	34	"3 3 34"	-0.028	6
3	3	"3 3"	34	"3 3 34"	-0.033	7
3	3	"3 3"	34	"3 3 34"	-0.038	11
3	3	"3 3"	34	"3 3 34"	-0.043	11
3	3	"3 3"	34	"3 3 34"	-0.048	17
3	3	"3 3"	34	"3 3 34"	-0.053	10
3	3	"3 3"	34	"3 3 34"	-0.058	9
3	3	"3 3"	34	"3 3 34"	-0.063	16
3	3	"3 3"	34	"3 3 34"	-0.068	14
3	3	"3 3"	34	"3 3 34"	-0.073	15
3	3	"3 3"	34	"3 3 34"	-0.078	14
3	3	"3 3"	35	"3 3 35"	-0.003	3
3	3	"3 3"	35	"3 3 35"	-0.008	4
3	3	"3 3"	35	"3 3 35"	-0.013	4
3	3	"3 3"	35	"3 3 35"	-0.018	6
3	3	"3 3"	35	"3 3 35"	-0.023	6
3	3	"3 3"	35	"3 3 35"	-0.028	8
3	3	"3 3"	35	"3 3 35"	-0.033	8
3	3	"3 3"	35	"3 3 35"	-0.038	12
3	3	"3 3"	35	"3 3 35"	-0.043	7
3	3	"3 3"	35	"3 3 35"	-0.048	10
3	3	"3 3"	35	"3 3 35"	-0.053	15
3	3	"3 3"	35	"3 3 35"	-0.058	16
3	3	"3 3"	35	"3 3 35"	-0.063	10
3	3	"3 3"	35	"3 3 35"	-0.068	15
3	3	"3 3"	35	"3 3 35"	-0.073	17
3	3	"3 3"	35	"3 3 35"	-0.078	14
3	3	"3 3"	36	"3 3 36"	-0.003	3
3	3	"3 3"	36	"3 3 36"	-0.008	4
3	3	"3 3"	36	"3 3 36"	-0.013	6
3	3	"3 3"	36	"3 3 36"	-0.018	5
3	3	"3 3"	36	"3 3 36"	-0.023	5
3	3	"3 3"	36	"3 3 36"	-0.028	10
3	3	"3 3"	36	"3 3 36"	-0.033	10
3	3	"3 3"	36	"3 3 36"	-0.038	7
3	3	"3 3"	36	"3 3 36"	-0.043	10
3	3	"3 3"	36	"3 3 36"	-0.048	8
3	3	"3 3"	36	"3 3 36"	-0.053	15
3	3	"3 3"	36	"3 3 36"	-0.058	16
3	3	"3 3"	36	"3 3 36"	-0.063	14
3	3	"3 3"	36	"3 3 36"	-0.068	16
3	3	"3 3"	36	"3 3 36"	-0.073	15
3	3	"3 3"	36	"3 3 36"	-0.078	15
3	3	"3 3"	37	"3 3 37"	-0.003	3
3	3	"3 3"	37	"3 3 37"	-0.008	4
3	3	"3 3"	37	"3 3 37"	-0.013	4
3	3	"3 3"	37	"3 3 37"	-0.018	5
3	3	"3 3"	37	"3 3 37"	-0.023	5
3	3	"3 3"	37	"3 3 37"	-0.028	10
3	3	"3 3"	37	"3 3 37"	-0.033	6
3	3	"3 3"	37	"3 3 37"	-0.038	11
3	3	"3 3"	37	"3 3 37"	-0.043	6
3	3	"3 3"	37	"3 3 37"	-0.048	10
3	3	"3 3"	37	"3 3 37"	-0.053	9
3	3	"3 3"	37	"3 3 37"	-0.058	13
3	3	"3 3"	37	"3 3 37"	-0.063	11
3	3	"3 3"	37	"3 3 37"	-0.068	14
3	3	"3 3"	37	"3 3 37"	-0.073	10
3	3	"3 3"	37	"3 3 37"	-0.078	17
3	3	"3 3"	38	"3 3 38"	-0.003	4
3	3	"3 3"	38	"3 3 38"	-0.008	4
3	3	"3 3"	38	"3 3 38"	-0.013	4
3	3	"3 3"	38	"3 3 38"	-0.018	6
3	3	"3 3"	38	"3 3 38"	-0.023	10
3	3	"3 3"	38	"3 3 38"	-0.028	10
3	3	"3 3"	38	"3 3 38"	-0.033	10
3	3	"3 3"	38	"3 3 38"	-0.038	10
3	3	"3 3"	38	"3 3 38"	-0.043	7
3	3	"3 3"	38	"3 3 38"	-0.048	11
3	3	"3 3"	38	"3 3 38"	-0.053	12
